Product ,Flow,State,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
112--Livestock & Livestock Products,Exports,Minnesota,5.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,8.0
323--Printed Matter & Related Products,Exports,Minnesota,3.0,4.0,5.0,6.0,6.0,7.0,10.0,8.0,7.0,9.0,11.0,7.0,8.0,9.0,13.0,7.0
315--Apparel & Accessories,Exports,Minnesota,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,6.0,5.0,3.0,3.0,3.0,4.0
212--Minerals & Ores,Exports,Minnesota,1.0,1.0,1.0,0.0,1.0,48.0,17.0,1.0,10.0,24.0,1.0,0.0,1.0,2.0,2.0,2.0
321--Wood Products,Exports,Minnesota,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0
990--Other Special Classification Provisions,Exports,Minnesota,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0
113--Forestry Products,Exports,Minnesota,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Minnesota,0.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511--Newspapers & Other Published Matter,Exports,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Exports,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Mississippi,4312.0,4344.0,5454.0,4530.0,4874.0,2793.0,1412.0,1545.0,1572.0,1502.0,1588.0,1842.0,2573.0,3277.0,2877.0,2765.0
"333--Machinery, Except Electrical",Imports,Mississippi,38.0,58.0,75.0,89.0,116.0,144.0,140.0,126.0,144.0,151.0,164.0,271.0,595.0,596.0,625.0,771.0
336--Transportation Equipment,Imports,Mississippi,286.0,396.0,399.0,414.0,555.0,477.0,536.0,560.0,470.0,504.0,453.0,413.0,459.0,503.0,829.0,619.0
"335--Electrical Equipment, Appliances & Components",Imports,Mississippi,33.0,34.0,106.0,201.0,229.0,222.0,259.0,322.0,358.0,370.0,452.0,442.0,467.0,442.0,428.0,469.0
325--Chemicals,Imports,Mississippi,35.0,23.0,25.0,34.0,28.0,54.0,201.0,155.0,188.0,181.0,127.0,56.0,86.0,107.0,150.0,190.0
334--Computer & Electronic Products,Imports,Mississippi,53.0,54.0,15.0,7.0,21.0,22.0,38.0,61.0,76.0,71.0,117.0,174.0,173.0,274.0,332.0,174.0
910--Waste And Scrap,Imports,Mississippi,1.0,1.0,19.0,8.0,29.0,58.0,19.0,23.0,27.0,42.0,41.0,60.0,121.0,77.0,74.0,103.0
990--Other Special Classification Provisions,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,9.666666666666666,14.5,19.333333333333332,24.166666666666664,29.0,24.0,42.0,74.0
324--Petroleum & Coal Products,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,13.428571428571429,26.857142857142858,40.285714285714285,53.714285714285715,67.14285714285714,80.57142857142857,94.0,426.0,801.0,67.0,64.0
326--Plastics & Rubber Products,Imports,Mississippi,16.0,43.0,30.0,35.0,22.0,29.0,27.0,36.0,27.0,22.0,39.0,28.0,44.0,49.0,61.0,57.0
322--Paper,Imports,Mississippi,12.0,16.0,7.0,3.0,3.0,3.0,5.0,5.0,29.0,15.0,5.0,9.0,17.0,33.0,52.0,50.0
332--Fabricated Metal Products,Imports,Mississippi,3.0,5.0,9.0,5.0,13.0,15.0,17.0,33.0,37.0,34.0,39.0,35.0,25.0,26.0,37.0,35.0
339--Miscellaneous Manufactures,Imports,Mississippi,4.0,6.0,4.0,31.0,28.0,80.0,97.0,95.0,101.0,29.0,43.0,32.0,34.0,11.0,23.0,33.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Mississippi,3.0,3.0,3.0,5.0,4.0,10.0,13.0,16.0,21.0,24.0,25.0,24.0,22.0,11.0,19.0,29.0
323--Printed Matter & Related Products,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,5.0,16.0,28.0,26.0
316--Leather & Allied Products,Imports,Mississippi,2.0,15.0,7.0,9.0,17.0,11.0,10.0,19.0,11.0,9.0,10.0,9.0,12.0,12.0,16.0,16.0
315--Apparel & Accessories,Imports,Mississippi,27.0,28.0,8.0,6.0,15.0,17.0,13.0,11.0,8.0,19.0,15.0,11.0,25.0,9.0,14.0,13.0
331--Primary Metal Manufactures,Imports,Mississippi,12.0,16.0,18.0,17.0,16.0,27.0,10.0,10.0,0.0,2.0,3.0,4.0,5.0,8.0,8.0,9.0
337--Furniture & Fixtures,Imports,Mississippi,2.0,0.0,1.0,0.0,1.0,2.0,11.0,7.0,1.0,7.0,7.0,6.0,11.0,14.0,10.0,9.0
311--Processed Foods,Imports,Mississippi,0.0,0.0,0.0,0.0,1.0,12.0,8.0,4.0,3.0,1.0,3.0,6.0,6.0,9.0,4.0,9.0
327--Nonmetallic Mineral Products,Imports,Mississippi,2.0,2.0,3.0,3.0,6.0,4.0,4.0,7.0,10.0,10.0,10.0,11.0,8.0,10.0,5.0,7.0
321--Wood Products,Imports,Mississippi,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,3.0
313--Textiles & Fabrics,Imports,Mississippi,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
314--Textile Mill Products,Imports,Mississippi,1.0,2.0,7.0,5.0,2.0,6.0,0.0,0.0,1.0,5.0,7.0,3.0,2.0,3.0,1.0,2.0
930--Used Or Second-Hand Merchandise,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
111--Agricultural Products,Imports,Mississippi,9.0,18.0,21.0,25.0,31.0,24.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0
114--Fish & Other Marine Products,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312--Beverages & Tobacco Products,Imports,Mississippi,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.8571428571428571,1.0,0.5,0.0,0.0,5.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,Mississippi,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
211--Oil & Gas,Imports,Mississippi,3770.0,3622.0,4695.0,3628.0,3736.0,1576.0,808.5,41.0,24.0,24.0,24.0,152.0,194.5,237.0,32.0,32.0
113--Forestry Products,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0--All Merchandise,Exports,Mississippi,650.0,1152.0,1149.0,1166.0,1319.0,1259.0,1144.0,1034.0,962.0,1170.0,1429.0,1216.0,1670.0,2177.0,1959.0,1644.0
331--Primary Metal Manufactures,Exports,Mississippi,45.0,70.0,78.0,138.0,151.0,118.0,114.0,139.0,180.0,189.0,244.0,242.0,451.0,519.0,449.0,320.0
336--Transportation Equipment,Exports,Mississippi,45.0,51.0,93.0,106.0,225.0,202.0,126.0,92.0,67.0,76.0,108.0,60.0,90.0,196.0,266.0,283.0
325--Chemicals,Exports,Mississippi,142.0,254.0,333.0,309.0,305.0,230.0,225.0,219.0,208.0,287.0,254.0,315.0,365.0,477.0,263.0,186.0
334--Computer & Electronic Products,Exports,Mississippi,40.0,120.0,116.0,158.0,170.0,114.0,73.0,114.0,111.0,141.0,165.0,167.0,210.0,385.0,277.0,174.0
"333--Machinery, Except Electrical",Exports,Mississippi,56.0,32.0,24.0,31.0,52.0,30.0,40.0,48.0,52.0,56.0,91.0,65.0,77.0,87.0,88.0,142.0
322--Paper,Exports,Mississippi,103.0,133.0,112.0,98.0,109.0,132.0,114.0,75.0,59.0,83.0,81.0,72.0,54.0,87.0,123.0,125.0
324--Petroleum & Coal Products,Exports,Mississippi,93.0,367.0,207.0,84.0,47.0,83.0,89.0,85.0,89.0,171.0,313.0,130.0,178.0,172.0,169.0,105.0
311--Processed Foods,Exports,Mississippi,24.0,43.0,61.0,34.0,42.0,56.0,50.0,52.0,46.0,17.0,27.0,43.0,61.0,34.0,57.0,76.0
"335--Electrical Equipment, Appliances & Components",Exports,Mississippi,13.0,11.0,12.0,44.0,115.0,102.0,54.0,46.0,22.0,24.0,24.0,22.0,27.0,45.0,69.0,48.0
321--Wood Products,Exports,Mississippi,10.0,10.0,9.0,16.0,16.0,13.0,13.0,11.0,10.0,12.0,21.0,18.0,51.0,47.0,40.0,42.0
332--Fabricated Metal Products,Exports,Mississippi,4.0,5.0,21.0,63.0,17.0,73.0,76.0,75.0,60.0,49.0,33.0,32.0,23.0,26.0,45.0,39.0
326--Plastics & Rubber Products,Exports,Mississippi,10.0,8.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,8.0,9.0,8.0,17.0,18.0,25.0,22.0
313--Textiles & Fabrics,Exports,Mississippi,13.0,16.0,32.0,32.0,27.0,66.0,113.0,31.0,30.0,32.0,26.0,9.0,12.0,13.0,13.0,21.0
339--Miscellaneous Manufactures,Exports,Mississippi,1.0,2.0,2.0,2.0,6.0,11.0,15.0,5.0,5.0,7.0,11.0,14.0,17.0,22.0,27.0,14.0
327--Nonmetallic Mineral Products,Exports,Mississippi,1.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,5.0,6.0,4.0,5.0,7.0,9.0,12.0,12.0
337--Furniture & Fixtures,Exports,Mississippi,7.0,12.0,10.0,9.0,10.0,10.0,13.0,9.0,6.0,6.0,6.0,3.0,6.0,17.0,12.0,11.0
910--Waste And Scrap,Exports,Mississippi,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,11.0,5.0,17.0,9.0
930--Used Or Second-Hand Merchandise,Exports,Mississippi,0.0,0.0,0.0,1.0,2.0,2.0,3.0,10.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0
111--Agricultural Products,Exports,Mississippi,39.0,10.0,30.0,29.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,6.0
315--Apparel & Accessories,Exports,Mississippi,1.0,1.0,2.0,1.0,5.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
316--Leather & Allied Products,Exports,Mississippi,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
212--Minerals & Ores,Exports,Mississippi,0.0,0.0,0.0,1.5,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
314--Textile Mill Products,Exports,Mississippi,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Exports,Mississippi,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
211--Oil & Gas,Exports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Exports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323--Printed Matter & Related Products,Exports,Mississippi,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
312--Beverages & Tobacco Products,Exports,Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Mississippi,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Exports,Mississippi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Missouri,1980.0,2542.0,2504.0,2626.0,2868.0,3283.0,3216.0,2681.0,3137.0,3522.0,3396.0,3332.0,3902.0,4654.0,4843.0,5025.0
"335--Electrical Equipment, Appliances & Components",Imports,Missouri,606.0,624.0,649.0,739.0,785.0,999.0,810.0,808.0,931.0,1069.0,1045.0,982.0,1257.0,1347.0,1317.0,1431.0
336--Transportation Equipment,Imports,Missouri,253.0,351.0,546.0,702.0,1004.0,1095.0,1159.0,700.0,781.0,815.0,822.0,782.0,797.0,1127.0,1282.0,1352.0
"333--Machinery, Except Electrical",Imports,Missouri,365.0,500.0,274.0,197.0,204.0,349.0,335.0,300.0,483.0,497.0,496.0,531.0,630.0,602.0,726.0,807.0
332--Fabricated Metal Products,Imports,Missouri,216.0,226.0,214.0,225.0,226.0,170.0,170.0,181.0,226.0,268.0,239.0,278.0,365.0,477.0,462.0,432.0
334--Computer & Electronic Products,Imports,Missouri,158.0,246.0,231.0,197.0,164.0,163.0,167.0,109.0,108.0,154.0,162.0,158.0,177.0,265.0,251.0,284.0
326--Plastics & Rubber Products,Imports,Missouri,65.0,101.0,94.0,91.0,81.0,88.0,122.0,114.0,85.0,109.0,85.0,87.0,93.0,125.0,125.0,125.0
312--Beverages & Tobacco Products,Imports,Missouri,12.0,10.0,9.0,11.0,12.0,22.0,55.0,42.0,37.0,47.0,39.0,39.0,55.0,61.0,101.0,90.0
325--Chemicals,Imports,Missouri,20.0,7.0,28.0,40.0,57.0,68.0,64.0,46.0,61.0,75.0,55.0,62.0,61.0,82.0,63.0,84.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Missouri,48.0,48.0,46.0,45.0,33.0,34.0,56.0,59.0,62.0,52.0,55.0,68.0,106.0,73.0,81.0,84.0
327--Nonmetallic Mineral Products,Imports,Missouri,63.0,91.0,97.0,90.0,85.0,77.0,74.0,50.0,55.0,58.0,74.0,77.0,77.0,106.0,121.0,79.0
311--Processed Foods,Imports,Missouri,33.0,49.0,45.0,42.0,43.0,46.0,53.0,54.0,39.0,89.0,56.0,43.0,55.0,91.0,73.0,65.0
339--Miscellaneous Manufactures,Imports,Missouri,41.0,121.0,157.0,122.0,28.0,25.0,30.0,23.0,20.0,29.0,39.0,36.0,34.0,47.0,62.0,42.0
331--Primary Metal Manufactures,Imports,Missouri,17.0,34.0,36.0,19.0,18.0,32.0,18.0,77.0,115.0,117.0,136.0,99.0,88.0,103.0,63.0,41.0
910--Waste And Scrap,Imports,Missouri,8.0,28.0,24.0,24.0,33.0,25.0,17.0,23.0,34.0,60.0,32.0,22.0,30.0,40.0,22.0,39.0
322--Paper,Imports,Missouri,8.0,19.0,3.0,18.0,15.0,19.0,20.0,24.0,35.0,40.0,24.0,27.0,13.0,11.0,13.0,14.0
111--Agricultural Products,Imports,Missouri,2.0,1.0,4.0,6.0,3.0,5.0,14.0,15.0,15.0,9.0,8.0,10.0,13.0,15.0,12.0,14.0
314--Textile Mill Products,Imports,Missouri,1.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,6.0,10.0
114--Fish & Other Marine Products,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,21.0,18.0,7.0,8.0
316--Leather & Allied Products,Imports,Missouri,8.0,22.0,16.0,9.0,10.0,23.0,20.0,17.0,9.0,6.0,5.0,4.0,5.0,14.0,23.0,6.0
323--Printed Matter & Related Products,Imports,Missouri,30.0,27.0,6.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,25.0,15.0,5.0
313--Textiles & Fabrics,Imports,Missouri,16.0,19.0,10.0,7.0,8.0,7.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,6.0,4.0
321--Wood Products,Imports,Missouri,3.0,2.0,2.0,4.0,4.0,5.0,8.0,7.0,7.0,9.0,8.0,11.0,9.0,13.0,5.0,4.0
337--Furniture & Fixtures,Imports,Missouri,5.0,8.0,8.0,31.0,41.0,28.0,17.0,26.0,25.0,7.0,7.0,6.0,5.0,5.0,6.0,3.0
930--Used Or Second-Hand Merchandise,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
315--Apparel & Accessories,Imports,Missouri,1.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0
990--Other Special Classification Provisions,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324--Petroleum & Coal Products,Imports,Missouri,0.0,0.0,2.3333333333333335,4.666666666666667,7.0,5.833333333333333,4.666666666666666,3.5,2.333333333333333,1.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Missouri,1034.0,1304.0,1441.0,1822.0,2033.0,2389.0,2490.0,2535.0,2564.0,2609.0,2336.0,2196.0,3306.0,3376.0,3873.0,4255.0
111--Agricultural Products,Exports,Missouri,156.0,238.0,253.0,351.0,295.0,384.0,403.0,439.0,444.0,411.0,364.0,445.0,983.0,1008.0,990.0,822.0
336--Transportation Equipment,Exports,Missouri,148.0,143.0,153.0,122.0,145.0,238.0,245.0,291.0,252.0,218.0,230.0,178.0,288.0,313.0,583.0,740.0
"333--Machinery, Except Electrical",Exports,Missouri,94.0,85.0,95.0,147.0,122.0,203.0,245.0,235.0,182.0,179.0,145.0,122.0,186.0,170.0,287.0,515.0
331--Primary Metal Manufactures,Exports,Missouri,52.0,65.0,60.0,95.0,209.0,253.0,244.0,165.0,278.0,329.0,249.0,98.0,149.0,177.0,345.0,489.0
311--Processed Foods,Exports,Missouri,203.0,314.0,354.0,480.0,480.0,497.0,438.0,488.0,464.0,433.0,427.0,461.0,557.0,538.0,569.0,480.0
332--Fabricated Metal Products,Exports,Missouri,42.0,50.0,62.0,59.0,76.0,84.0,104.0,130.0,141.0,147.0,152.0,138.0,149.0,182.0,210.0,284.0
"335--Electrical Equipment, Appliances & Components",Exports,Missouri,35.0,52.0,49.0,98.0,149.0,208.0,206.0,180.0,211.0,224.0,190.0,191.0,277.0,256.0,255.0,284.0
325--Chemicals,Exports,Missouri,116.0,150.0,204.0,185.0,241.0,195.0,190.0,187.0,214.0,240.0,213.0,188.0,186.0,314.0,228.0,223.0
326--Plastics & Rubber Products,Exports,Missouri,14.0,16.0,25.0,43.0,43.0,52.0,81.0,79.0,86.0,87.0,78.0,86.0,122.0,99.0,103.0,125.0
334--Computer & Electronic Products,Exports,Missouri,68.0,56.0,53.0,64.0,54.0,43.0,54.0,56.0,61.0,58.0,62.0,58.0,85.0,72.0,73.0,80.0
212--Minerals & Ores,Exports,Missouri,0.0,2.0,1.0,16.0,15.0,2.0,2.0,2.0,2.0,29.0,49.0,21.0,7.0,11.0,17.0,37.0
312--Beverages & Tobacco Products,Exports,Missouri,35.0,40.0,48.0,72.0,81.0,87.0,142.0,126.0,115.0,135.0,53.0,24.0,26.0,59.0,51.0,32.0
322--Paper,Exports,Missouri,13.0,10.0,6.0,12.0,18.0,21.0,26.0,26.0,24.0,33.0,19.0,17.0,32.0,22.0,19.0,28.0
327--Nonmetallic Mineral Products,Exports,Missouri,8.0,9.0,13.0,18.0,15.0,15.0,15.0,14.0,15.0,16.0,16.0,14.0,30.0,31.0,24.0,25.0
339--Miscellaneous Manufactures,Exports,Missouri,9.0,8.0,11.0,15.0,16.0,26.0,19.0,21.0,19.0,16.0,14.0,15.0,18.0,18.0,20.0,21.0
321--Wood Products,Exports,Missouri,2.0,3.0,3.0,7.0,9.0,13.0,11.0,9.0,11.0,9.0,12.0,16.0,23.0,38.0,14.0,17.0
930--Used Or Second-Hand Merchandise,Exports,Missouri,0.0,0.0,0.0,5.0,12.0,18.0,15.0,31.0,8.0,6.0,6.0,6.0,10.0,14.0,18.0,13.0
910--Waste And Scrap,Exports,Missouri,13.0,41.0,26.0,14.0,11.0,13.0,14.0,15.0,13.0,12.0,9.0,9.0,25.0,11.0,11.0,11.0
337--Furniture & Fixtures,Exports,Missouri,1.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,6.0,12.0,8.0,10.0,8.0
313--Textiles & Fabrics,Exports,Missouri,13.0,10.0,10.0,4.0,3.0,2.0,5.0,7.0,6.0,9.0,12.0,8.0,8.0,9.0,7.0,7.0
324--Petroleum & Coal Products,Exports,Missouri,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,79.0,116.0,6.0,18.0,4.0
316--Leather & Allied Products,Exports,Missouri,1.0,2.0,3.0,2.0,12.0,18.0,16.0,19.0,5.0,6.0,17.0,12.0,7.0,11.0,16.0,3.0
314--Textile Mill Products,Exports,Missouri,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0
323--Printed Matter & Related Products,Exports,Missouri,5.0,4.0,3.0,2.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,3.0,3.0,2.0
990--Other Special Classification Provisions,Exports,Missouri,2.0,1.0,1.0,1.0,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
315--Apparel & Accessories,Exports,Missouri,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
113--Forestry Products,Exports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114--Fish & Other Marine Products,Exports,Missouri,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Exports,Missouri,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Missouri,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
511--Newspapers & Other Published Matter,Exports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Exports,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Montana,7.0,9.0,16.0,17.0,73.0,100.0,100.0,99.0,115.0,107.0,111.0,70.0,95.0,99.0,111.0,115.0
336--Transportation Equipment,Imports,Montana,5.0,4.0,7.0,7.0,8.0,22.0,24.0,33.0,59.0,48.0,57.0,26.0,22.0,22.0,45.0,51.0
312--Beverages & Tobacco Products,Imports,Montana,0.0,0.0,0.0,0.0,42.0,53.0,43.0,39.0,38.0,40.0,37.0,23.0,25.0,17.0,21.0,18.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Montana,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,6.0,6.0,17.0
"333--Machinery, Except Electrical",Imports,Montana,1.0,1.0,4.0,4.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,29.0,29.0,22.0,8.0
930--Used Or Second-Hand Merchandise,Imports,Montana,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0
321--Wood Products,Imports,Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0
334--Computer & Electronic Products,Imports,Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0
326--Plastics & Rubber Products,Imports,Montana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
339--Miscellaneous Manufactures,Imports,Montana,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,7.0,5.0,2.0
327--Nonmetallic Mineral Products,Imports,Montana,0.0,0.0,0.0,0.0,10.0,10.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"335--Electrical Equipment, Appliances & Components",Imports,Montana,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
331--Primary Metal Manufactures,Imports,Montana,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
332--Fabricated Metal Products,Imports,Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
316--Leather & Allied Products,Imports,Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Imports,Montana,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
325--Chemicals,Imports,Montana,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
322--Paper,Imports,Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
